Drug ID,Drug Name,Interacts With Generic Name,Interaction Link
230,Enhertu,chloramphenicol,https://www.drugs.com/drug-interactions/chloramphenicol-with-enhertu-579-0-4121-19368.html
230,Enhertu,varicella virus vaccine,https://www.drugs.com/drug-interactions/enhertu-with-varicella-virus-vaccine-4121-19368-2292-0.html
230,Enhertu,samarium sm 153 lexidronam,https://www.drugs.com/drug-interactions/enhertu-with-samarium-sm-153-lexidronam-4121-19368-2043-0.html
230,Enhertu,infliximab,https://www.drugs.com/drug-interactions/enhertu-with-infliximab-4121-19368-1336-0.html
230,Enhertu,"typhoid vaccine, live",https://www.drugs.com/drug-interactions/enhertu-with-typhoid-vaccine-live-4121-19368-2271-0.html
230,Enhertu,rubella virus vaccine,https://www.drugs.com/drug-interactions/enhertu-with-rubella-virus-vaccine-4121-19368-2034-0.html
230,Enhertu,natalizumab,https://www.drugs.com/drug-interactions/enhertu-with-natalizumab-4121-19368-1693-0.html
230,Enhertu,ponesimod,https://www.drugs.com/drug-interactions/enhertu-with-ponesimod-4121-19368-4247-0.html
231,Enoxaparin,"dextran, low molecular weight",https://www.drugs.com/drug-interactions/dextran-low-molecular-weight-with-enoxaparin-841-0-978-0.html
231,Enoxaparin,inotersen,https://www.drugs.com/drug-interactions/enoxaparin-with-inotersen-978-0-3969-0.html
231,Enoxaparin,caplacizumab,https://www.drugs.com/drug-interactions/caplacizumab-with-enoxaparin-3994-0-978-0.html
231,Enoxaparin,ponatinib,https://www.drugs.com/drug-interactions/enoxaparin-with-ponatinib-978-0-3433-0.html
231,Enoxaparin,ketoprofen,https://www.drugs.com/drug-interactions/enoxaparin-with-ketoprofen-978-0-1414-0.html
231,Enoxaparin,etodolac,https://www.drugs.com/drug-interactions/enoxaparin-with-etodolac-978-0-1054-0.html
231,Enoxaparin,plicamycin,https://www.drugs.com/drug-interactions/enoxaparin-with-plicamycin-978-0-1885-0.html
231,Enoxaparin,piroxicam,https://www.drugs.com/drug-interactions/enoxaparin-with-piroxicam-978-0-1881-0.html
231,Enoxaparin,tipranavir,https://www.drugs.com/drug-interactions/enoxaparin-with-tipranavir-978-0-2203-0.html
231,Enoxaparin,sulindac,https://www.drugs.com/drug-interactions/enoxaparin-with-sulindac-978-0-2135-0.html
231,Enoxaparin,tositumomab,https://www.drugs.com/drug-interactions/enoxaparin-with-tositumomab-978-0-3118-0.html
231,Enoxaparin,warfarin,https://www.drugs.com/drug-interactions/enoxaparin-with-warfarin-978-0-2311-0.html
231,Enoxaparin,antithrombin iii,https://www.drugs.com/drug-interactions/antithrombin-iii-with-enoxaparin-220-0-978-0.html
231,Enoxaparin,anagrelide,https://www.drugs.com/drug-interactions/anagrelide-with-enoxaparin-204-0-978-0.html
231,Enoxaparin,heparin,https://www.drugs.com/drug-interactions/enoxaparin-with-heparin-978-0-1235-0.html
231,Enoxaparin,"dextran, high molecular weight",https://www.drugs.com/drug-interactions/dextran-high-molecular-weight-with-enoxaparin-2765-0-978-0.html
231,Enoxaparin,cilostazol,https://www.drugs.com/drug-interactions/cilostazol-with-enoxaparin-668-0-978-0.html
231,Enoxaparin,iloprost,https://www.drugs.com/drug-interactions/enoxaparin-with-iloprost-978-0-1320-0.html
231,Enoxaparin,abciximab,https://www.drugs.com/drug-interactions/abciximab-with-enoxaparin-7-0-978-0.html
231,Enoxaparin,acalabrutinib,https://www.drugs.com/drug-interactions/acalabrutinib-with-enoxaparin-3871-0-978-0.html
231,Enoxaparin,salsalate,https://www.drugs.com/drug-interactions/enoxaparin-with-salsalate-978-0-2042-0.html
231,Enoxaparin,apixaban,https://www.drugs.com/drug-interactions/apixaban-with-enoxaparin-3438-0-978-0.html
231,Enoxaparin,dasatinib,https://www.drugs.com/drug-interactions/dasatinib-with-enoxaparin-787-0-978-0.html
231,Enoxaparin,ibritumomab,https://www.drugs.com/drug-interactions/enoxaparin-with-ibritumomab-978-0-1309-0.html
231,Enoxaparin,reteplase,https://www.drugs.com/drug-interactions/enoxaparin-with-reteplase-978-0-2007-0.html
232,Enspryng,mumps virus vaccine,https://www.drugs.com/drug-interactions/enspryng-with-mumps-virus-vaccine-4182-19528-1668-0.html
232,Enspryng,rubella virus vaccine,https://www.drugs.com/drug-interactions/enspryng-with-rubella-virus-vaccine-4182-19528-2034-0.html
232,Enspryng,etanercept,https://www.drugs.com/drug-interactions/enspryng-with-etanercept-4182-19528-1031-0.html
232,Enspryng,radium 223 dichloride,https://www.drugs.com/drug-interactions/enspryng-with-radium-223-dichloride-4182-19528-3474-0.html
232,Enspryng,infliximab,https://www.drugs.com/drug-interactions/enspryng-with-infliximab-4182-19528-1336-0.html
232,Enspryng,certolizumab,https://www.drugs.com/drug-interactions/certolizumab-with-enspryng-2828-0-4182-19528.html
232,Enspryng,rilonacept,https://www.drugs.com/drug-interactions/enspryng-with-rilonacept-4182-19528-2792-0.html
232,Enspryng,ritlecitinib,https://www.drugs.com/drug-interactions/enspryng-with-ritlecitinib-4182-19528-4508-0.html
232,Enspryng,rituximab,https://www.drugs.com/drug-interactions/enspryng-with-rituximab-4182-19528-2022-0.html
232,Enspryng,samarium sm 153 lexidronam,https://www.drugs.com/drug-interactions/enspryng-with-samarium-sm-153-lexidronam-4182-19528-2043-0.html
232,Enspryng,talimogene laherparepvec,https://www.drugs.com/drug-interactions/enspryng-with-talimogene-laherparepvec-4182-19528-3701-0.html
232,Enspryng,dengue vaccine,https://www.drugs.com/drug-interactions/dengue-vaccine-with-enspryng-4012-0-4182-19528.html
232,Enspryng,fexinidazole,https://www.drugs.com/drug-interactions/enspryng-with-fexinidazole-4182-19528-4280-0.html
232,Enspryng,adalimumab,https://www.drugs.com/drug-interactions/adalimumab-with-enspryng-102-0-4182-19528.html
232,Enspryng,leflunomide,https://www.drugs.com/drug-interactions/enspryng-with-leflunomide-4182-19528-1440-0.html
232,Enspryng,"typhoid vaccine, live",https://www.drugs.com/drug-interactions/enspryng-with-typhoid-vaccine-live-4182-19528-2271-0.html
232,Enspryng,ozanimod,https://www.drugs.com/drug-interactions/enspryng-with-ozanimod-4182-19528-4142-0.html
232,Enspryng,golimumab,https://www.drugs.com/drug-interactions/enspryng-with-golimumab-4182-19528-3128-0.html
232,Enspryng,fingolimod,https://www.drugs.com/drug-interactions/enspryng-with-fingolimod-4182-19528-3264-0.html
232,Enspryng,"poliovirus vaccine, live, trivalent",https://www.drugs.com/drug-interactions/enspryng-with-poliovirus-vaccine-live-trivalent-4182-19528-1891-0.html
232,Enspryng,tofacitinib,https://www.drugs.com/drug-interactions/enspryng-with-tofacitinib-4182-19528-3429-0.html
232,Enspryng,bcg vaccine,https://www.drugs.com/drug-interactions/bcg-vaccine-with-enspryng-3983-0-4182-19528.html
232,Enspryng,clozapine,https://www.drugs.com/drug-interactions/clozapine-with-enspryng-709-0-4182-19528.html
232,Enspryng,strontium-89 chloride,https://www.drugs.com/drug-interactions/enspryng-with-strontium-89-chloride-4182-19528-2115-0.html
232,Enspryng,lomitapide,https://www.drugs.com/drug-interactions/enspryng-with-lomitapide-4182-19528-3437-0.html
233,Entecavir,iobenguane I 131,https://www.drugs.com/drug-interactions/entecavir-with-iobenguane-i-131-980-0-3931-0.html
233,Entecavir,doripenem,https://www.drugs.com/drug-interactions/doripenem-with-entecavir-2447-0-980-0.html
233,Entecavir,etidronate,https://www.drugs.com/drug-interactions/entecavir-with-etidronate-980-0-1053-0.html
233,Entecavir,moxifloxacin,https://www.drugs.com/drug-interactions/entecavir-with-moxifloxacin-980-0-1659-0.html
233,Entecavir,ciprofloxacin,https://www.drugs.com/drug-interactions/ciprofloxacin-with-entecavir-672-0-980-0.html
233,Entecavir,mycophenolic acid,https://www.drugs.com/drug-interactions/entecavir-with-mycophenolic-acid-980-0-1672-0.html
233,Entecavir,levofloxacin,https://www.drugs.com/drug-interactions/entecavir-with-levofloxacin-980-0-1457-0.html
233,Entecavir,mezlocillin,https://www.drugs.com/drug-interactions/entecavir-with-mezlocillin-980-0-1622-0.html
233,Entecavir,cephalothin,https://www.drugs.com/drug-interactions/cephalothin-with-entecavir-565-0-980-0.html
233,Entecavir,givosiran,https://www.drugs.com/drug-interactions/entecavir-with-givosiran-980-0-4104-0.html
233,Entecavir,pralatrexate,https://www.drugs.com/drug-interactions/entecavir-with-pralatrexate-980-0-3172-0.html
233,Entecavir,ibandronate,https://www.drugs.com/drug-interactions/entecavir-with-ibandronate-980-0-1308-0.html
233,Entecavir,amikacin liposome,https://www.drugs.com/drug-interactions/amikacin-liposome-with-entecavir-3965-0-980-0.html
233,Entecavir,vancomycin,https://www.drugs.com/drug-interactions/entecavir-with-vancomycin-980-0-2289-0.html
233,Entecavir,inotersen,https://www.drugs.com/drug-interactions/entecavir-with-inotersen-980-0-3969-0.html
233,Entecavir,triamterene,https://www.drugs.com/drug-interactions/entecavir-with-triamterene-980-0-2234-0.html
233,Entecavir,sulindac,https://www.drugs.com/drug-interactions/entecavir-with-sulindac-980-0-2135-0.html
233,Entecavir,meropenem,https://www.drugs.com/drug-interactions/entecavir-with-meropenem-980-0-1566-0.html
233,Entecavir,cimetidine,https://www.drugs.com/drug-interactions/cimetidine-with-entecavir-669-0-980-0.html
233,Entecavir,moxetumomab pasudotox,https://www.drugs.com/drug-interactions/entecavir-with-moxetumomab-pasudotox-980-0-3959-0.html
233,Entecavir,indomethacin,https://www.drugs.com/drug-interactions/entecavir-with-indomethacin-980-0-1335-0.html
233,Entecavir,salsalate,https://www.drugs.com/drug-interactions/entecavir-with-salsalate-980-0-2042-0.html
233,Entecavir,cloxacillin,https://www.drugs.com/drug-interactions/cloxacillin-with-entecavir-708-0-980-0.html
233,Entecavir,lutetium lu 177 vipivotide tetraxetan,https://www.drugs.com/drug-interactions/entecavir-with-lutetium-lu-177-vipivotide-tetraxetan-980-0-4350-0.html
233,Entecavir,oseltamivir,https://www.drugs.com/drug-interactions/entecavir-with-oseltamivir-980-0-1758-0.html
234,Entresto,sodium nitrite,https://www.drugs.com/drug-interactions/entresto-with-sodium-nitrite-3637-17453-2090-0.html
234,Entresto,lithium,https://www.drugs.com/drug-interactions/entresto-with-lithium-3637-17453-1477-0.html
234,Entresto,lisinopril,https://www.drugs.com/drug-interactions/entresto-with-lisinopril-3637-17453-1476-0.html
234,Entresto,captopril,https://www.drugs.com/drug-interactions/captopril-with-entresto-493-0-3637-17453.html
234,Entresto,moexipril,https://www.drugs.com/drug-interactions/entresto-with-moexipril-3637-17453-1648-0.html
234,Entresto,potassium acetate,https://www.drugs.com/drug-interactions/entresto-with-potassium-acetate-3637-17453-1903-0.html
234,Entresto,potassium acid phosphate,https://www.drugs.com/drug-interactions/entresto-with-potassium-acid-phosphate-3637-17453-1905-0.html
234,Entresto,potassium iodide,https://www.drugs.com/drug-interactions/entresto-with-potassium-iodide-3637-17453-1917-0.html
234,Entresto,trimethoprim,https://www.drugs.com/drug-interactions/entresto-with-trimethoprim-3637-17453-2250-0.html
234,Entresto,spironolactone,https://www.drugs.com/drug-interactions/entresto-with-spironolactone-3637-17453-2105-0.html
234,Entresto,enalapril,https://www.drugs.com/drug-interactions/enalapril-with-entresto-972-0-3637-17453.html
234,Entresto,potassium phosphate,https://www.drugs.com/drug-interactions/entresto-with-potassium-phosphate-3637-17453-1920-0.html
234,Entresto,triamterene,https://www.drugs.com/drug-interactions/entresto-with-triamterene-3637-17453-2234-0.html
234,Entresto,tizanidine,https://www.drugs.com/drug-interactions/entresto-with-tizanidine-3637-17453-2205-0.html
234,Entresto,atrasentan,https://www.drugs.com/drug-interactions/atrasentan-with-entresto-4688-0-3637-17453.html
234,Entresto,sparsentan,https://www.drugs.com/drug-interactions/entresto-with-sparsentan-3637-17453-4448-0.html
234,Entresto,potassium chloride,https://www.drugs.com/drug-interactions/entresto-with-potassium-chloride-3637-17453-1912-0.html
234,Entresto,finerenone,https://www.drugs.com/drug-interactions/entresto-with-finerenone-3637-17453-4277-0.html
234,Entresto,fosinopril,https://www.drugs.com/drug-interactions/entresto-with-fosinopril-3637-17453-1140-0.html
234,Entresto,quinapril,https://www.drugs.com/drug-interactions/entresto-with-quinapril-3637-17453-1980-0.html
234,Entresto,trandolapril,https://www.drugs.com/drug-interactions/entresto-with-trandolapril-3637-17453-2222-0.html
234,Entresto,parenteral nutrition solution w/electrolytes,https://www.drugs.com/drug-interactions/entresto-with-parenteral-nutrition-solution-w-electrolytes-3637-17453-1797-0.html
234,Entresto,lvp solution with potassium,https://www.drugs.com/drug-interactions/entresto-with-lvp-solution-with-potassium-3637-17453-1499-0.html
234,Entresto,enalaprilat,https://www.drugs.com/drug-interactions/enalaprilat-with-entresto-2367-0-3637-17453.html
234,Entresto,potassium bicarbonate,https://www.drugs.com/drug-interactions/entresto-with-potassium-bicarbonate-3637-17453-1907-0.html
235,Entyvio,siponimod,https://www.drugs.com/drug-interactions/entyvio-with-siponimod-3531-16568-4001-0.html
235,Entyvio,abrocitinib,https://www.drugs.com/drug-interactions/abrocitinib-with-entyvio-4333-0-3531-16568.html
235,Entyvio,ritlecitinib,https://www.drugs.com/drug-interactions/entyvio-with-ritlecitinib-3531-16568-4508-0.html
235,Entyvio,varicella virus vaccine,https://www.drugs.com/drug-interactions/entyvio-with-varicella-virus-vaccine-3531-16568-2292-0.html
235,Entyvio,natalizumab,https://www.drugs.com/drug-interactions/entyvio-with-natalizumab-3531-16568-1693-0.html
235,Entyvio,ozanimod,https://www.drugs.com/drug-interactions/entyvio-with-ozanimod-3531-16568-4142-0.html
235,Entyvio,"chikungunya vaccine, live (cvx 317)",https://www.drugs.com/drug-interactions/chikungunya-vaccine-live-cvx-317-with-entyvio-4560-0-3531-16568.html
235,Entyvio,tofacitinib,https://www.drugs.com/drug-interactions/entyvio-with-tofacitinib-3531-16568-3429-0.html
235,Entyvio,fingolimod,https://www.drugs.com/drug-interactions/entyvio-with-fingolimod-3531-16568-3264-0.html
235,Entyvio,mumps virus vaccine,https://www.drugs.com/drug-interactions/entyvio-with-mumps-virus-vaccine-3531-16568-1668-0.html
235,Entyvio,infliximab,https://www.drugs.com/drug-interactions/entyvio-with-infliximab-3531-16568-1336-0.html
235,Entyvio,leflunomide,https://www.drugs.com/drug-interactions/entyvio-with-leflunomide-3531-16568-1440-0.html
235,Entyvio,bcg vaccine,https://www.drugs.com/drug-interactions/bcg-vaccine-with-entyvio-3983-0-3531-16568.html
235,Entyvio,zoster vaccine live,https://www.drugs.com/drug-interactions/entyvio-with-zoster-vaccine-live-3531-16568-2335-0.html
235,Entyvio,certolizumab,https://www.drugs.com/drug-interactions/certolizumab-with-entyvio-2828-0-3531-16568.html
235,Entyvio,"influenza virus vaccine, live",https://www.drugs.com/drug-interactions/entyvio-with-influenza-virus-vaccine-live-3531-16568-1338-0.html
235,Entyvio,"cholera vaccine, live",https://www.drugs.com/drug-interactions/cholera-vaccine-live-with-entyvio-3772-0-3531-16568.html
235,Entyvio,nadofaragene firadenovec,https://www.drugs.com/drug-interactions/entyvio-with-nadofaragene-firadenovec-3531-16568-4420-0.html
235,Entyvio,ublituximab,https://www.drugs.com/drug-interactions/entyvio-with-ublituximab-3531-16568-4423-0.html
235,Entyvio,adalimumab,https://www.drugs.com/drug-interactions/adalimumab-with-entyvio-102-0-3531-16568.html
235,Entyvio,dengue vaccine,https://www.drugs.com/drug-interactions/dengue-vaccine-with-entyvio-4012-0-3531-16568.html
235,Entyvio,etanercept,https://www.drugs.com/drug-interactions/entyvio-with-etanercept-3531-16568-1031-0.html
235,Entyvio,teriflunomide,https://www.drugs.com/drug-interactions/entyvio-with-teriflunomide-3531-16568-3417-0.html
235,Entyvio,rubella virus vaccine,https://www.drugs.com/drug-interactions/entyvio-with-rubella-virus-vaccine-3531-16568-2034-0.html
235,Entyvio,"poliovirus vaccine, live, trivalent",https://www.drugs.com/drug-interactions/entyvio-with-poliovirus-vaccine-live-trivalent-3531-16568-1891-0.html
236,Enzalutamide,eliglustat,https://www.drugs.com/drug-interactions/eliglustat-with-enzalutamide-3556-0-3414-0.html
236,Enzalutamide,isradipine,https://www.drugs.com/drug-interactions/enzalutamide-with-isradipine-3414-0-1405-0.html
236,Enzalutamide,disopyramide,https://www.drugs.com/drug-interactions/disopyramide-with-enzalutamide-916-0-3414-0.html
236,Enzalutamide,cabazitaxel,https://www.drugs.com/drug-interactions/cabazitaxel-with-enzalutamide-3241-0-3414-0.html
236,Enzalutamide,ivacaftor,https://www.drugs.com/drug-interactions/enzalutamide-with-ivacaftor-3414-0-3371-0.html
236,Enzalutamide,dolasetron,https://www.drugs.com/drug-interactions/dolasetron-with-enzalutamide-926-0-3414-0.html
236,Enzalutamide,boceprevir,https://www.drugs.com/drug-interactions/boceprevir-with-enzalutamide-3323-0-3414-0.html
236,Enzalutamide,gefitinib,https://www.drugs.com/drug-interactions/enzalutamide-with-gefitinib-3414-0-1163-0.html
236,Enzalutamide,axitinib,https://www.drugs.com/drug-interactions/axitinib-with-enzalutamide-3364-0-3414-0.html
236,Enzalutamide,voclosporin,https://www.drugs.com/drug-interactions/enzalutamide-with-voclosporin-3414-0-4234-0.html
236,Enzalutamide,cobicistat,https://www.drugs.com/drug-interactions/cobicistat-with-enzalutamide-3565-0-3414-0.html
236,Enzalutamide,olaparib,https://www.drugs.com/drug-interactions/enzalutamide-with-olaparib-3414-0-3580-0.html
236,Enzalutamide,entrectinib,https://www.drugs.com/drug-interactions/entrectinib-with-enzalutamide-4082-0-3414-0.html
236,Enzalutamide,mifepristone,https://www.drugs.com/drug-interactions/enzalutamide-with-mifepristone-3414-0-1630-0.html
236,Enzalutamide,risperidone,https://www.drugs.com/drug-interactions/enzalutamide-with-risperidone-3414-0-2019-0.html
236,Enzalutamide,fruquintinib,https://www.drugs.com/drug-interactions/enzalutamide-with-fruquintinib-3414-0-4559-0.html
236,Enzalutamide,sirolimus,https://www.drugs.com/drug-interactions/enzalutamide-with-sirolimus-3414-0-2069-0.html
236,Enzalutamide,mesoridazine,https://www.drugs.com/drug-interactions/enzalutamide-with-mesoridazine-3414-0-1568-0.html
236,Enzalutamide,pirtobrutinib,https://www.drugs.com/drug-interactions/enzalutamide-with-pirtobrutinib-3414-0-4429-0.html
236,Enzalutamide,tepotinib,https://www.drugs.com/drug-interactions/enzalutamide-with-tepotinib-3414-0-4237-0.html
236,Enzalutamide,deflazacort,https://www.drugs.com/drug-interactions/deflazacort-with-enzalutamide-3785-0-3414-0.html
236,Enzalutamide,brexpiprazole,https://www.drugs.com/drug-interactions/brexpiprazole-with-enzalutamide-3639-0-3414-0.html
236,Enzalutamide,apixaban,https://www.drugs.com/drug-interactions/apixaban-with-enzalutamide-3438-0-3414-0.html
236,Enzalutamide,brigatinib,https://www.drugs.com/drug-interactions/brigatinib-with-enzalutamide-3806-0-3414-0.html
236,Enzalutamide,nifedipine,https://www.drugs.com/drug-interactions/enzalutamide-with-nifedipine-3414-0-1717-0.html
237,Epclusa,belzutifan,https://www.drugs.com/drug-interactions/belzutifan-with-epclusa-4289-0-3756-18097.html
237,Epclusa,rifabutin,https://www.drugs.com/drug-interactions/epclusa-with-rifabutin-3756-18097-2011-0.html
237,Epclusa,encorafenib,https://www.drugs.com/drug-interactions/encorafenib-with-epclusa-3921-0-3756-18097.html
237,Epclusa,dabrafenib,https://www.drugs.com/drug-interactions/dabrafenib-with-epclusa-3475-0-3756-18097.html
237,Epclusa,repotrectinib,https://www.drugs.com/drug-interactions/epclusa-with-repotrectinib-3756-18097-4564-0.html
237,Epclusa,st. john's wort,https://www.drugs.com/drug-interactions/epclusa-with-st-john-s-wort-3756-18097-2106-0.html
237,Epclusa,enzalutamide,https://www.drugs.com/drug-interactions/enzalutamide-with-epclusa-3414-0-3756-18097.html
237,Epclusa,phenytoin,https://www.drugs.com/drug-interactions/epclusa-with-phenytoin-3756-18097-1863-0.html
237,Epclusa,amiodarone,https://www.drugs.com/drug-interactions/amiodarone-with-epclusa-167-0-3756-18097.html
237,Epclusa,fosphenytoin,https://www.drugs.com/drug-interactions/epclusa-with-fosphenytoin-3756-18097-1142-0.html
237,Epclusa,edoxaban,https://www.drugs.com/drug-interactions/edoxaban-with-epclusa-3584-0-3756-18097.html
237,Epclusa,rifapentine,https://www.drugs.com/drug-interactions/epclusa-with-rifapentine-3756-18097-2013-0.html
237,Epclusa,esomeprazole,https://www.drugs.com/drug-interactions/epclusa-with-esomeprazole-3756-18097-1015-0.html
237,Epclusa,rosuvastatin,https://www.drugs.com/drug-interactions/epclusa-with-rosuvastatin-3756-18097-2031-0.html
237,Epclusa,oxcarbazepine,https://www.drugs.com/drug-interactions/epclusa-with-oxcarbazepine-3756-18097-1765-0.html
237,Epclusa,relugolix,https://www.drugs.com/drug-interactions/epclusa-with-relugolix-3756-18097-4227-0.html
237,Epclusa,tipranavir,https://www.drugs.com/drug-interactions/epclusa-with-tipranavir-3756-18097-2203-0.html
237,Epclusa,pexidartinib,https://www.drugs.com/drug-interactions/epclusa-with-pexidartinib-3756-18097-4032-0.html
237,Epclusa,cenobamate,https://www.drugs.com/drug-interactions/cenobamate-with-epclusa-4105-0-3756-18097.html
237,Epclusa,venetoclax,https://www.drugs.com/drug-interactions/epclusa-with-venetoclax-3756-18097-3745-0.html
237,Epclusa,etravirine,https://www.drugs.com/drug-interactions/epclusa-with-etravirine-3756-18097-2793-0.html
237,Epclusa,colchicine,https://www.drugs.com/drug-interactions/colchicine-with-epclusa-728-0-3756-18097.html
237,Epclusa,fexinidazole,https://www.drugs.com/drug-interactions/epclusa-with-fexinidazole-3756-18097-4280-0.html
237,Epclusa,sotorasib,https://www.drugs.com/drug-interactions/epclusa-with-sotorasib-3756-18097-4266-0.html
237,Epclusa,rifampin,https://www.drugs.com/drug-interactions/epclusa-with-rifampin-3756-18097-2012-0.html
238,Epidiolex,buprenorphine,https://www.drugs.com/drug-interactions/buprenorphine-with-epidiolex-438-0-3919-18874.html
238,Epidiolex,mipomersen,https://www.drugs.com/drug-interactions/epidiolex-with-mipomersen-3919-18874-3451-0.html
238,Epidiolex,colchicine,https://www.drugs.com/drug-interactions/colchicine-with-epidiolex-728-0-3919-18874.html
238,Epidiolex,ketamine,https://www.drugs.com/drug-interactions/epidiolex-with-ketamine-3919-18874-1411-0.html
238,Epidiolex,relugolix,https://www.drugs.com/drug-interactions/epidiolex-with-relugolix-3919-18874-4227-0.html
238,Epidiolex,leflunomide,https://www.drugs.com/drug-interactions/epidiolex-with-leflunomide-3919-18874-1440-0.html
238,Epidiolex,teriflunomide,https://www.drugs.com/drug-interactions/epidiolex-with-teriflunomide-3919-18874-3417-0.html
238,Epidiolex,morphine,https://www.drugs.com/drug-interactions/epidiolex-with-morphine-3919-18874-1656-0.html
238,Epidiolex,lomitapide,https://www.drugs.com/drug-interactions/epidiolex-with-lomitapide-3919-18874-3437-0.html
238,Epidiolex,brexanolone,https://www.drugs.com/drug-interactions/brexanolone-with-epidiolex-3999-0-3919-18874.html
238,Epidiolex,levoketoconazole,https://www.drugs.com/drug-interactions/epidiolex-with-levoketoconazole-3919-18874-4330-0.html
238,Epidiolex,pexidartinib,https://www.drugs.com/drug-interactions/epidiolex-with-pexidartinib-3919-18874-4032-0.html
238,Epidiolex,propoxyphene,https://www.drugs.com/drug-interactions/epidiolex-with-propoxyphene-3919-18874-1955-0.html
238,Epidiolex,sodium oxybate,https://www.drugs.com/drug-interactions/epidiolex-with-sodium-oxybate-3919-18874-2091-0.html
238,Epidiolex,venetoclax,https://www.drugs.com/drug-interactions/epidiolex-with-venetoclax-3919-18874-3745-0.html
238,Epidiolex,pralsetinib,https://www.drugs.com/drug-interactions/epidiolex-with-pralsetinib-3919-18874-4189-0.html
238,Epidiolex,levomethadyl acetate,https://www.drugs.com/drug-interactions/epidiolex-with-levomethadyl-acetate-3919-18874-1459-0.html
238,Epidiolex,fezolinetant,https://www.drugs.com/drug-interactions/epidiolex-with-fezolinetant-3919-18874-4478-0.html
238,Epidiolex,esketamine,https://www.drugs.com/drug-interactions/epidiolex-with-esketamine-3919-18874-3996-0.html
238,Epidiolex,ziconotide,https://www.drugs.com/drug-interactions/epidiolex-with-ziconotide-3919-18874-2321-0.html
238,Epidiolex,primidone,https://www.drugs.com/drug-interactions/epidiolex-with-primidone-3919-18874-1940-0.html
238,Epidiolex,fostamatinib,https://www.drugs.com/drug-interactions/epidiolex-with-fostamatinib-3919-18874-3908-0.html
238,Epidiolex,umbralisib,https://www.drugs.com/drug-interactions/epidiolex-with-umbralisib-3919-18874-4238-0.html
238,Epidiolex,tizanidine,https://www.drugs.com/drug-interactions/epidiolex-with-tizanidine-3919-18874-2205-0.html
238,Epidiolex,levorphanol,https://www.drugs.com/drug-interactions/epidiolex-with-levorphanol-3919-18874-1462-0.html
239,EpiPen,linezolid,https://www.drugs.com/drug-interactions/epipen-with-linezolid-989-538-1472-0.html
239,EpiPen,amitriptyline,https://www.drugs.com/drug-interactions/amitriptyline-with-epipen-168-0-989-538.html
239,EpiPen,sotalol,https://www.drugs.com/drug-interactions/epipen-with-sotalol-989-538-2102-0.html
239,EpiPen,penbutolol,https://www.drugs.com/drug-interactions/epipen-with-penbutolol-989-538-1812-0.html
239,EpiPen,timolol ophthalmic,https://www.drugs.com/drug-interactions/epipen-with-timolol-ophthalmic-989-538-2197-0.html
239,EpiPen,trimipramine,https://www.drugs.com/drug-interactions/epipen-with-trimipramine-989-538-2252-0.html
239,EpiPen,carvedilol,https://www.drugs.com/drug-interactions/carvedilol-with-epipen-531-0-989-538.html
239,EpiPen,desipramine,https://www.drugs.com/drug-interactions/desipramine-with-epipen-802-0-989-538.html
239,EpiPen,ergotamine,https://www.drugs.com/drug-interactions/epipen-with-ergotamine-989-538-1006-0.html
239,EpiPen,metipranolol ophthalmic,https://www.drugs.com/drug-interactions/epipen-with-metipranolol-ophthalmic-989-538-1611-0.html
239,EpiPen,isoflurane,https://www.drugs.com/drug-interactions/epipen-with-isoflurane-989-538-1391-0.html
239,EpiPen,enflurane,https://www.drugs.com/drug-interactions/enflurane-with-epipen-975-0-989-538.html
239,EpiPen,cocaine topical,https://www.drugs.com/drug-interactions/cocaine-topical-with-epipen-716-0-989-538.html
239,EpiPen,cocaine nasal,https://www.drugs.com/drug-interactions/cocaine-nasal-with-epipen-3966-0-989-538.html
239,EpiPen,protriptyline,https://www.drugs.com/drug-interactions/epipen-with-protriptyline-989-538-1962-0.html
239,EpiPen,carteolol ophthalmic,https://www.drugs.com/drug-interactions/carteolol-ophthalmic-with-epipen-530-0-989-538.html
239,EpiPen,carteolol,https://www.drugs.com/drug-interactions/carteolol-with-epipen-529-0-989-538.html
239,EpiPen,timolol,https://www.drugs.com/drug-interactions/epipen-with-timolol-989-538-2196-0.html
239,EpiPen,nortriptyline,https://www.drugs.com/drug-interactions/epipen-with-nortriptyline-989-538-1734-0.html
239,EpiPen,pindolol,https://www.drugs.com/drug-interactions/epipen-with-pindolol-989-538-1873-0.html
239,EpiPen,halothane,https://www.drugs.com/drug-interactions/epipen-with-halothane-989-538-1232-0.html
239,EpiPen,sevoflurane,https://www.drugs.com/drug-interactions/epipen-with-sevoflurane-989-538-2059-0.html
239,EpiPen,ergonovine,https://www.drugs.com/drug-interactions/epipen-with-ergonovine-989-538-1005-0.html
239,EpiPen,desflurane,https://www.drugs.com/drug-interactions/desflurane-with-epipen-801-0-989-538.html
239,EpiPen,clomipramine,https://www.drugs.com/drug-interactions/clomipramine-with-epipen-702-0-989-538.html
240,Eplerenone,potassium guaiacolsulfonate,https://www.drugs.com/drug-interactions/eplerenone-with-potassium-guaiacolsulfonate-997-0-3285-0.html
240,Eplerenone,ritonavir,https://www.drugs.com/drug-interactions/eplerenone-with-ritonavir-997-0-2021-0.html
240,Eplerenone,ribociclib,https://www.drugs.com/drug-interactions/eplerenone-with-ribociclib-997-0-3790-0.html
